date,order_id,customer_id,beverage,Cost Price,Selling Price
"Saturday, February 04, 2023",1009001,2555,PeachPunch,34.884,290.4336
"Friday, October 06, 2023",1018889,2758,FizzBerry,41.984,290.4336
"Wednesday, January 18, 2023",1015397,2682,MintCooler,70.084,290.4336
"Friday, July 21, 2023",1008851,2150,CitrusSplash,74.032,290.4336
"Wednesday, October 25, 2023",1007227,218,TropicalTwist,85.668,290.4336
"Monday, September 11, 2023",1011584,1188,PeachPunch,97.06,290.4336
"Sunday, February 26, 2023",1010240,642,ChocoDelight,106.052,290.4336
"Sunday, April 16, 2023",1016484,1829,PeachPunch,117.292,290.4336
"Sunday, January 29, 2023",1010983,720,GingerFizz,129.656,290.4336
"Thursday, April 06, 2023",1007550,2403,LemonZest,132.24,290.4336
"Tuesday, October 03, 2023",1009521,2745,GingerFizz,138.648,290.4336
"Thursday, April 13, 2023",1010310,1254,GingerFizz,145.392,290.4336
"Wednesday, May 17, 2023",1015727,2638,LemonZest,166.748,290.4336
"Sunday, July 16, 2023",1017639,2736,PeachPunch,193.724,290.4336
"Monday, July 24, 2023",1010923,222,ChocoDelight,194.848,290.4336
"Wednesday, November 08, 2023",1013254,864,PeachPunch,203.84,290.4336
"Sunday, June 25, 2023",1012864,982,FizzBerry,6.016,301.2048
"Sunday, December 24, 2023",1003088,67,FizzBerry,160.2368,306.5688
"Thursday, July 13, 2023",1007482,662,LemonZest,38.428,306.5688
"Saturday, January 07, 2023",1009142,2628,LemonZest,89.368,306.5688
"Friday, March 17, 2023",1010833,1662,ChocoDelight,129.116,306.5688
"Saturday, November 04, 2023",1013819,2095,ChocoDelight,129.116,306.5688
"Tuesday, November 28, 2023",1014551,633,FizzBerry,136.984,306.5688
"Sunday, July 23, 2023",1012054,704,FizzBerry,160.588,306.5688
"Friday, August 25, 2023",1016757,431,PeachPunch,170.704,306.5688
"Friday, January 13, 2023",1015993,1912,FizzBerry,176.324,306.5688
"Friday, August 25, 2023",1013825,2274,PeachPunch,189.812,306.5688
"Wednesday, July 19, 2023",1013584,674,ChocoDelight,196.556,306.5688
"Sunday, December 10, 2023",1011440,1718,LemonZest,0.144,306.5688
"Monday, May 08, 2023",1016157,315,FizzBerry,0.144,306.5688
"Saturday, July 22, 2023",1012581,2739,GingerFizz,2.392,306.5688
"Wednesday, August 30, 2023",1017060,1262,PeachPunch,7.724,306.5688
"Wednesday, March 15, 2023",1013601,2588,MangoBliss,9.972,306.5688
"Wednesday, February 08, 2023",1016601,1233,LemonZest,16.716,306.5688
"Thursday, September 21, 2023",1014025,970,PeachPunch,21.212,306.5688
"Sunday, July 02, 2023",1011450,2357,CitrusSplash,45.94,306.5688
"Saturday, August 05, 2023",1017069,1396,PeachPunch,52.684,306.5688
"Monday, July 03, 2023",1011514,220,ChocoDelight,95.396,306.5688
"Sunday, February 12, 2023",1018830,709,MangoBliss,101.016,306.5688
"Monday, January 16, 2023",1013730,1425,MangoBliss,107.76,309.79584
"Friday, January 27, 2023",1007765,2445,BerryBlast,54.084,309.79584
"Sunday, July 23, 2023",1017169,2824,BerryBlast,115.52,322.704
"Wednesday, April 12, 2023",1015628,871,CitrusSplash,54.392,322.704
"Sunday, January 15, 2023",1017329,1898,MintCooler,65.632,322.704
"Sunday, April 02, 2023",1016640,2394,MangoBliss,108.344,322.704
"Tuesday, May 23, 2023",1017863,987,FizzBerry,118.46,322.704
"Wednesday, August 30, 2023",1016541,2658,GingerFizz,1.808,322.704
"Thursday, July 06, 2023",1012372,2378,MangoBliss,15.052,322.704
"Tuesday, June 13, 2023",1009971,1323,LemonZest,17.3,322.704
"Saturday, August 26, 2023",1016259,162,GingerFizz,17.544,322.704
"Sunday, March 19, 2023",1014527,1820,GingerFizz,28.54,322.704
"Thursday, August 24, 2023",1015105,1962,GingerFizz,29.908,322.704
"Wednesday, January 11, 2023",1006289,910,PeachPunch,56.092,322.704
"Thursday, May 18, 2023",1006865,626,PeachPunch,96.32,322.704
"Sunday, September 17, 2023",1008854,2772,MintCooler,49.28,322.704
"Saturday, June 24, 2023",1011939,1706,MintCooler,142.064,322.704
"Monday, February 27, 2023",1017992,1830,TropicalTwist,151.056,322.704
"Wednesday, October 18, 2023",1019442,2800,MangoBliss,156.676,322.704
"Tuesday, January 24, 2023",1013464,1843,FizzBerry,161.172,322.704
"Tuesday, August 22, 2023",1018244,2056,MintCooler,194.892,338.8392
"Friday, October 27, 2023",1014402,677,LemonZest,9.092,338.8392
"Wednesday, May 03, 2023",1014929,327,PeachPunch,14.512,338.8392
"Saturday, March 04, 2023",1006621,639,ChocoDelight,14.952,338.8392
"Friday, September 08, 2023",1015659,1931,TropicalTwist,23.704,338.8392
"Friday, July 28, 2023",1019039,2464,GingerFizz,30.248,338.8392
"Wednesday, November 01, 2023",1007164,1413,TropicalTwist,11.672,338.8392
"Tuesday, January 24, 2023",1018307,1568,LemonZest,77.456,338.8392
"Monday, July 17, 2023",1011431,1634,MintCooler,96.564,338.8392
"Thursday, December 21, 2023",1019014,2147,MintCooler,104.432,338.8392
"Thursday, June 01, 2023",1012929,2625,PeachPunch,119.044,338.8392
"Sunday, July 30, 2023",1012108,258,CitrusSplash,141.524,338.8392
"Thursday, January 12, 2023",1012771,1014,LemonZest,147.144,338.8392
"Thursday, April 06, 2023",1006416,2250,MangoBliss,162.032,338.8392
"Friday, June 23, 2023",1015657,1000,LemonZest,188.732,354.9744
"Tuesday, February 07, 2023",1008730,2770,PeachPunch,45.988,354.9744
"Friday, November 17, 2023",1006747,2259,CitrusSplash,80.596,354.9744
"Friday, November 03, 2023",1019002,280,LemonZest,84.784,354.9744
"Friday, September 22, 2023",1009450,1167,PeachPunch,111.76,354.9744
"Tuesday, April 25, 2023",1006951,627,GingerFizz,128.992,354.9744
"Tuesday, August 01, 2023",1016058,2764,TropicalTwist,129.744,354.9744
"Thursday, July 27, 2023",1019605,1731,MintCooler,146.604,354.9744
"Sunday, December 31, 2023",1019076,2067,ChocoDelight,188.192,354.9744
"Wednesday, March 08, 2023",1010859,598,ChocoDelight,1.764,354.9744
"Sunday, May 28, 2023",1005919,2351,BerryBlast,4.892,354.9744
"Thursday, December 28, 2023",1008654,342,LemonZest,73.212,361.42848
"Friday, December 29, 2023",1009237,487,BerryBlast,37.996,371.1096
"Sunday, October 15, 2023",1010256,550,MintCooler,205.636,371.1096
"Saturday, October 07, 2023",1012913,2776,MintCooler,20.176,371.1096
"Sunday, November 12, 2023",1009798,981,GingerFizz,22.424,371.1096
"Monday, April 10, 2023",1016025,2542,FizzBerry,28.044,371.1096
"Wednesday, September 27, 2023",1019209,2754,MangoBliss,32.54,371.1096
"Sunday, January 08, 2023",1014897,2171,CitrusSplash,35.912,371.1096
"Wednesday, December 20, 2023",1019706,2595,ChocoDelight,35.912,371.1096
"Saturday, April 29, 2023",1017796,2508,ChocoDelight,48.276,371.1096
"Saturday, August 26, 2023",1017487,1060,MangoBliss,50.524,371.1096
"Wednesday, October 04, 2023",1011534,657,MintCooler,55.02,371.1096
"Tuesday, November 14, 2023",1018836,2,MintCooler,71.88,371.1096
"Saturday, July 29, 2023",1012203,2270,MintCooler,94.36,371.1096
"Wednesday, March 22, 2023",1009707,1431,PeachPunch,122.46,371.1096
"Monday, April 17, 2023",1018758,2192,GingerFizz,122.46,371.1096
"Monday, March 13, 2023",1007426,804,PeachPunch,149.6,371.1096
"Tuesday, March 28, 2023",1009234,1273,CitrusSplash,38.884,371.1096
"Friday, February 17, 2023",1006441,1300,GingerFizz,43.548,371.1096
"Saturday, December 02, 2023",1010009,2760,TropicalTwist,131.452,371.1096
"Sunday, July 09, 2023",1013004,2581,MintCooler,131.452,371.1096
"Monday, February 06, 2023",1007664,258,MangoBliss,148.728,371.1096
"Saturday, April 08, 2023",1016248,2794,TropicalTwist,210.132,387.2448
"Saturday, February 04, 2023",1007515,1760,TropicalTwist,41.272,387.2448
"Tuesday, September 12, 2023",1014623,1671,ChocoDelight,93.82,387.2448
"Saturday, January 21, 2023",1014254,2320,GingerFizz,26.448,387.2448
"Wednesday, November 15, 2023",1013305,2086,GingerFizz,18.58,387.2448
"Friday, June 02, 2023",1016751,419,CitrusSplash,24.2,387.2448
"Friday, June 16, 2023",1009351,269,MangoBliss,35.372,387.2448
"Tuesday, June 06, 2023",1011607,264,BerryBlast,38.744,387.2448
"Tuesday, March 28, 2023",1005940,2376,ChocoDelight,49.876,387.2448
"Monday, February 27, 2023",1011163,663,MangoBliss,57.852,387.2448
"Tuesday, January 31, 2023",1009963,1507,LemonZest,63.472,387.2448
"Tuesday, July 25, 2023",1005351,2205,BerryBlast,139.344,387.2448
"Monday, May 15, 2023",1017315,887,TropicalTwist,20.828,387.2448
"Saturday, July 08, 2023",1007133,2685,CitrusSplash,11.092,387.2448
"Wednesday, June 07, 2023",1006952,69,MintCooler,15.928,387.2448
"Sunday, May 14, 2023",1007163,461,FizzBerry,63.832,387.2448
"Wednesday, February 22, 2023",1007960,929,ChocoDelight,65.46,387.2448
"Monday, March 20, 2023",1019761,769,GingerFizz,65.72,387.2448
"Wednesday, December 13, 2023",1016211,2359,FizzBerry,72.464,387.2448
"Monday, January 30, 2023",1006437,843,FizzBerry,78.868,387.2448
"Sunday, March 19, 2023",1013451,1860,MintCooler,110.68,387.2448
"Tuesday, May 09, 2023",1017214,2484,LemonZest,117.424,387.2448
"Thursday, October 26, 2023",1016676,180,ChocoDelight,130.912,387.2448
"Tuesday, January 10, 2023",1018353,1269,ChocoDelight,144.4,387.2448
"Friday, December 29, 2023",1012146,1819,BerryBlast,159.012,387.2448
"Saturday, October 07, 2023",1016072,1203,BerryBlast,200.6,387.2448
"Wednesday, October 25, 2023",1013420,1167,MintCooler,201.724,403.38
"Friday, February 24, 2023",1018200,1243,MangoBliss,9.004,403.38
"Tuesday, September 12, 2023",1010701,107,PeachPunch,12.376,403.38
"Tuesday, April 04, 2023",1010243,2753,FizzBerry,17.996,403.38
"Monday, February 13, 2023",1011998,2245,FizzBerry,19.12,403.38
